1,  الغربية ,11001,1,سرت,التاسعة,48,بني وليد,عمر بن الخطاب,الظهرة -تنيناي الوادي,بني وليد - تنيناي,عام,0,0,0,
2,  الغربية ,11002,1,سرت,التاسعة,48,بني وليد,اشميخ,اشميخ,بني وليد - اشميخ,عام,0,0,0,
3,  الغربية ,11004,1,سرت,التاسعة,48,بني وليد,إفريقيا,الظهرة,بني وليد,عام,0,0,0,
4,  الغربية ,11005,1,سرت,التاسعة,48,بني وليد,الفاروق,الظهرة,بني وليد,عام,0,0,0,
5,  الغربية ,11006,1,سرت,التاسعة,48,بني وليد,افاق المستقبل,الظهرة,بني وليد,عام,0,0,0,
6,  الغربية ,11007,1,سرت,التاسعة,48,بني وليد,الإمام مالك إبن أنس,التنية البيضاء,بني وليد,عام,0,0,0,
7,  الغربية ,11008,1,سرت,التاسعة,48,بني وليد,مدرسة الامام ورش,التنية البيضاء,بني وليد,عام,0,0,0,
8,  الغربية ,11009,1,سرت,التاسعة,48,بني وليد,بدر الكبرى,التنية البيضاء,بني وليد,عام,0,0,0,
9,  الغربية ,11010,1,سرت,التاسعة,48,بني وليد,الشهيد حافظ المدني,البلدية,بني وليد,عام,0,0,0,
10,  الغربية ,11011,1,سرت,التاسعة,48,بني وليد,القدس,البلدية,بني وليد,عام,0,0,0,
11,  الغربية ,11012,1,سرت,التاسعة,48,بني وليد,الساعدى الطبولي ,البلدية,بني وليد,عام,0,0,0,
12,  الغربية ,11013,1,سرت,التاسعة,48,بني وليد,محمد جمال الدرة,البلدية,بني وليد,عام,0,0,0,
13,  الغربية ,11014,1,سرت,التاسعة,48,بني وليد,علي بن أبي طالب,سوف الجين,بني وليد,عام,0,0,0,
14,  الغربية ,11015,1,سرت,التاسعة,48,بني وليد, قضوار السهولي,سوف الجين,بني وليد,عام,0,0,0,
15,  الغربية ,11016,1,سرت,التاسعة,48,بني وليد,خالد بن الوليد,أبو راس,بني وليد,عام,0,0,0,
16,  الغربية ,11017,1,سرت,التاسعة,48,بني وليد,مدرسة اسامة بن زيد ,أبو راس,بني وليد,عام,0,0,0,
17,  الغربية ,11018,1,سرت,التاسعة,48,بني وليد,موسى بن نصير,أبو نجرة,بني وليد,عام,0,0,0,
18,  الغربية ,11019,1,سرت,التاسعة,48,بني وليد,الأمل,أبو نجرة,بني وليد,عام,0,0,0,
